caseId,randomFileName,formatId,formatName,group,method,selectedLayout,score,actionsToFix,estimatedCorrectionTimeSec,evaluatorId,sourceFile,manualScore,readabilityOk,requiredPreserved,majorOverlap,comment
case_075,case_075.png,vk-teaser-large-145x165,VK Реклама / ВКонтакте Тизер большое изображение,logo,candidateSelection,compact,100,3,90,control-assistant,visual-review-sheet_filled_control_assistant.csv,0,false,false,true,Критическое сжатие: текст разорван и наложен между блоками
case_076,case_076.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Слишком мелкие второстепенные элементы
case_077,case_077.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
case_078,case_078.png,avito-home-1320x492,Авито Реклама Баннер на главной 8:3,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
case_079,case_079.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
case_080,case_080.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
case_081,case_081.png,avito-display-472x628,Авито Реклама Медийный стандарт 3:4,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
case_082,case_082.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
case_083,case_083.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Нижняя зона текста перегружена
case_084,case_084.png,ozon-fresh-square,Ozon Performance Квадратный 1:1,square,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Нижняя зона текста перегружена
case_085,case_085.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст в широком формате
case_086,case_086.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст в широком формате
case_087,case_087.png,avito-home-2934x456,Авито Реклама Баннер на главной 13:2,horizontal,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,false,true,false,Мелкий текст в широком формате
case_088,case_088.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,scaling,scaling,50,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,1,true,true,false,Узкая текстовая зона требует правки
case_089,case_089.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,fixedLayout,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
case_090,case_090.png,avito-display-600x1200,Авито Реклама Медийный стандарт 1:2,vertical,candidateSelection,fixedLayout,100,0,0,control-assistant,visual-review-sheet_filled_control_assistant.csv,2,true,true,false,Пригодно как стартовая заготовка
